"type","size","time","Gflops"
"double",17000,"12,078719","813,496879"
"double",17000,"12,015432","817,781688"
"double",17000,"8,662811","1134,273795"
"double",17000,"12,065673","814,376442"
"double",17000,"12,255116","801,787579"
"double",17000,"9,163978","1072,241806"
"double",18000,"9,529782","1223,952479"
"double",18000,"9,007248","1294,957064"
"double",18000,"12,932677","901,901439"
"double",18000,"12,904695","903,857095"
"double",18000,"9,14308","1275,718899"
"double",18000,"9,201662","1267,597094"
"double",18000,"9,312001","1252,57724"
"double",18000,"8,984369","1298,254828"
"double",18000,"8,892326","1311,692777"
"double",18000,"9,089149","1283,288475"
"double",19000,"14,229146","964,077562"
"double",19000,"14,25114","962,589642"
"double",19000,"14,218387","964,807061"
"double",19000,"14,285001","960,307963"
"double",19000,"14,191534","966,632619"
"double",19000,"14,284538","960,339103"
"double",19000,"14,294412","959,675703"
"double",19000,"18,103168","757,767917"
"double",19000,"14,270584","961,278124"
"double",19000,"14,224356","964,402199"
"double",20000,"20,413523","783,794136"
"double",20000,"20,000648","799,974081"
"double",20000,"20,453713","782,254039"
"double",20000,"20,581726","777,388629"
"double",20000,"20,831713","768,059721"
"double",20000,"20,392863","784,588202"
"double",20000,"20,501594","780,427108"
"double",20000,"20,119434","795,250987"
"double",20000,"20,213029","791,568648"
"double",20000,"20,064055","797,44599"
