"type","size","time","Gflops"
"float",15000,"5,256786","1284,054588"
"float",15000,"5,126518","1316,683079"
"float",15000,"5,103461","1322,631818"
"float",15000,"5,116068","1319,372718"
"float",16000,"6,300558","1300,20234"
"float",16000,"6,22841","1315,263363"
"float",16000,"6,231978","1314,510417"
"float",16000,"6,342385","1291,627676"
"float",16000,"4,618676","1773,668338"
"float",16000,"6,222469","1316,519312"
"float",16000,"6,225857","1315,802696"
"float",16000,"6,307759","1298,717998"
"float",16000,"6,262041","1308,199648"
"float",16000,"6,251556","1310,39369"
"float",17000,"7,357394","1335,527276"
"float",17000,"7,347484","1337,328602"
"float",17000,"7,40488","1326,962707"
"float",17000,"7,450922","1318,762912"
"float",17000,"7,397307","1328,321161"
"float",17000,"7,365179","1334,115625"
"float",17000,"7,358824","1335,26772"
"float",17000,"7,353567","1336,222271"
"float",17000,"7,37916","1331,587915"
"float",17000,"7,370174","1333,211476"
"float",18000,"7,666947","1521,335688"
"float",18000,"7,64158","1526,385952"
"float",18000,"7,099901","1642,839924"
"float",18000,"7,605646","1533,597456"
"float",18000,"7,58346","1538,084163"
"float",18000,"8,445302","1381,122871"
"float",18000,"7,134696","1634,82784"
"float",18000,"7,122541","1637,617861"
