float, 2000, 0.026199, 610.712897
float, 2000, 0.024590, 650.659150
float, 2000, 0.025920, 617.274520
float, 2000, 0.025521, 626.925666
float, 2000, 0.025304, 632.298628
float, 2000, 0.026265, 609.175616
float, 2000, 0.025051, 638.702336
float, 2000, 0.025640, 624.023501
float, 2000, 0.025247, 633.750686
float, 2000, 0.025644, 623.918184
float, 3000, 0.042825, 1260.952923
float, 3000, 0.043864, 1231.064742
float, 3000, 0.043090, 1253.199052
float, 3000, 0.043662, 1236.763227
float, 3000, 0.042793, 1261.891163
float, 3000, 0.042811, 1261.368964
float, 3000, 0.043203, 1249.915689
float, 3000, 0.045468, 1187.642187
float, 3000, 0.042928, 1257.910012
float, 3000, 0.042508, 1270.353922
float, 4000, 0.069729, 1835.668174
float, 4000, 0.068518, 1868.111285
float, 4000, 0.073233, 1747.851454
float, 4000, 0.076808, 1666.491056
float, 4000, 0.069642, 1837.968832
float, 4000, 0.078575, 1629.012696
float, 4000, 0.080638, 1587.341054
float, 4000, 0.077988, 1641.275431
float, 4000, 0.068601, 1865.869657
float, 4000, 0.069315, 1846.645338
float, 5000, 0.119347, 2094.724673
float, 5000, 0.119786, 2087.049882
float, 5000, 0.120256, 2078.902793
float, 5000, 0.123256, 2028.302034
float, 5000, 0.120094, 2081.707745
float, 5000, 0.123287, 2027.786943
float, 5000, 0.120616, 2072.699195
float, 5000, 0.123070, 2031.366460
float, 5000, 0.110245, 2267.676641
float, 5000, 0.121626, 2055.478550
float, 6000, 0.251352, 1718.703621
float, 6000, 0.245627, 1758.760861
float, 6000, 0.241670, 1787.561233
float, 6000, 0.251323, 1718.903056
float, 6000, 0.242191, 1783.719553
float, 6000, 0.247920, 1742.500504
float, 6000, 0.247912, 1742.556206
float, 6000, 0.255117, 1693.343231
float, 6000, 0.237481, 1819.092199
float, 6000, 0.247326, 1746.681598
float, 7000, 0.491497, 1395.735618
float, 7000, 0.478716, 1433.001345
float, 7000, 0.470208, 1458.928731
float, 7000, 0.465585, 1473.414112
float, 7000, 0.467585, 1467.112505
float, 7000, 0.457154, 1500.588906
float, 7000, 0.462499, 1483.246931
float, 7000, 0.461597, 1486.144322
float, 7000, 0.476752, 1438.904474
float, 7000, 0.487358, 1407.588534
float, 8000, 0.796074, 1286.312081
float, 8000, 0.804248, 1273.238586
float, 8000, 0.816526, 1254.092979
float, 8000, 0.794323, 1289.148917
float, 8000, 0.821000, 1247.258906
float, 8000, 0.821283, 1246.828954
float, 8000, 0.807085, 1268.763760
float, 8000, 0.812625, 1260.113880
float, 8000, 0.811101, 1262.481759
float, 8000, 0.800665, 1278.936796
float, 9000, 1.185698, 1229.655357
float, 9000, 1.176068, 1239.723961
float, 9000, 1.204023, 1210.940761
float, 9000, 1.191691, 1223.471386
