"type","size","time","Gflops"
"float",16000,"3,952689","2072,513295"
"float",16000,"4,044276","2025,578938"
"float",16000,"3,943719","2077,227246"
"float",17000,"4,686295","2096,752202"
"float",17000,"4,727943","2078,282113"
"float",17000,"4,720819","2081,418346"
"float",17000,"4,767245","2061,148599"
"float",17000,"4,725603","2079,311245"
"float",17000,"4,70642","2087,786418"
"float",17000,"4,76231","2063,284351"
"float",17000,"4,86329","2020,44281"
"float",17000,"4,711416","2085,57277"
"float",17000,"4,867745","2018,593933"
"float",18000,"5,509069","2117,236238"
"float",18000,"5,209734","2238,885938"
"float",18000,"5,015375","2325,648594"
"float",18000,"5,210469","2238,570034"
"float",18000,"5,229169","2230,564703"
"float",18000,"5,470336","2132,227332"
"float",18000,"5,054994","2307,42133"
"float",18000,"5,494","2123,04339"
"float",18000,"5,066426","2302,214711"
"float",18000,"5,646956","2065,537673"
"float",19000,"6,222142","2204,707154"
"float",19000,"6,244662","2196,75617"
"float",19000,"6,165831","2224,842198"
"float",19000,"6,214398","2207,454452"
"float",19000,"6,275831","2185,846002"
"float",19000,"6,223114","2204,362622"
"float",19000,"6,182757","2218,751313"
"float",19000,"6,322266","2169,791638"
"float",19000,"6,245184","2196,57265"
"float",19000,"6,361805","2156,30624"
"float",20000,"6,360036","2515,708891"
"float",20000,"6,924445","2310,654599"
"float",20000,"6,458778","2477,248805"
"float",20000,"6,357632","2516,660176"
"float",20000,"6,506887","2458,932958"
"float",20000,"6,64225","2408,822409"
"float",20000,"6,746412","2371,630932"
"float",20000,"6,788769","2356,833616"
"float",20000,"6,697431","2388,975685"
"float",20000,"6,598894","2424,648853"
